"id","museum_code","specimen_id","specimen_id_original","genus","species","subspecies","locus","found_title"
"AFMTDNA2148","LBEM UFMG","B1677",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1677 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2149","LBEM UFMG","B11",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B11 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2150","LBEM UFMG","B14",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B14 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2151","LBEM UFMG","B1710",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1710 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2152","MNRJ","MNT023",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT023 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2153","MNRJ","MNT109",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT109 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2154","MNRJ","MNT149",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT149 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2155","MNRJ","CPA364",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate CPA364 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2156","MNRJ","CPA379",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate CPA379 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2157","MNRJ","CPA380",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate CPA380 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2158","LBEM UFMG","B361",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B361 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2159","LBEM UFMG","B362",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B362 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2160","LBEM UFMG","B428",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B428 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2161","LBEM UFMG","B445",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B445 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2162","MNRJ","1560","MNT1560","Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 1560 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2163","LBEM UFMG","B1010",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1010 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2164","MNRJ","MNT2588",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT2588 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2165","MNRJ","MNT2589",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT2589 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2166","MNRJ","MNT2590",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT2590 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2167","MNRJ","MNT2622",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT2622 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2168","MNRJ","MNT2640",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MNT2640 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2169","LBEM UFMG","B1099",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1099 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2170","LBEM UFMG","B1168",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1168 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2171","LBEM UFMG","B608",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B608 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2172","LBEM UFMG","B12",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B12 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2173","LBEM UFMG","B1707",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1707 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2174","LBEM UFMG","B1708",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1708 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2175","LBEM UFMG","B1713",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate B1713 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2176","LGEMA","P1359",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1359 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2177","LGEMA","P1362",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1362 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2178","LGEMA","P1365",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1365 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2179","LGEMA","P1366",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1366 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2180","LGEMA","P1450",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1450 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2181","LGEMA","P2159",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P2159 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2182","LGEMA","P1238",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1238 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2183","LGEMA","P1230",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1230 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2184","LGEMA","P1231",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1231 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2185","LGEMA","P1232",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1232 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2186","LGEMA","P1233",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1233 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2187","LGEMA","P1234",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1234 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2188","LGEMA","P1648",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1648 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2189","LGEMA","P1662",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1662 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2190","LGEMA","P1687",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1687 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2191","LGEMA","P1695",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1695 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2192","LGEMA","P1237",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1237 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2193","LGEMA","15552",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 15552 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2194","LGEMA","15586",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 15586 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2195","LGEMA","15595",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 15595 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2197","LGEMA","P787",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P787 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2198","LGEMA","P796",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P796 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2199","LGEMA","P799",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P799 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2200","LGEMA","P809",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P809 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2201","LGEMA","P816",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P816 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2202","LGEMA","P820",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P820 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2203","LGEMA","P826",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P826 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2204","LGEMA","P928",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P928 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2205","LGEMA","P2618",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P2618 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2206","LGEMA","P393",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P393 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2207","LGEMA","P552",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P552 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2208","LGEMA","P610",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P610 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2209","LGEMA","P617",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P617 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2210","LGEMA","P638",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P638 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2211","LGEMA","P656",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P656 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2212","LGEMA","P2060",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P2060 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2213","LGEMA","P680",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P680 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2214","LGEMA","P682",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P682 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2215","LGEMA","P684",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P684 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2216","LGEMA","P832",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P832 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2217","LGEMA","P845",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P845 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2218","LGEMA","P947",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P947 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2219","LGEMA","P955",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P955 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2220","LGEMA","P2031",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P2031 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2221","LGEMA","P720",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P720 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2222","LGEMA","P721",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P721 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2223","LGEMA","P728",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P728 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2224","LGEMA","P729",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P729 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2225","LGEMA","12254",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 12254 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2226","LGEMA","11441",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 11441 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2227","LGEMA","P1202",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1202 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2228","LGEMA","P1212",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate P1212 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2229","LGEMA","14660",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14660 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2230","LGEMA","14671",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14671 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2231","LGEMA","14677",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14677 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2232","LGEMA","14685",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14685 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2233","LGEMA","14595",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14595 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2234","LGEMA","14596",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14596 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2235","LGEMA","14597",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14597 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2236","LGEMA","14614",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14614 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2237","LGEMA","14620",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14620 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2238","LGEMA","14624",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14624 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2239","LGEMA","14630",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14630 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2240","LGEMA","14541",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate 14541 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2241","PUC-RS","MCP905",NA,"Chiroxiphia","caudata",NA,"nd2","Chiroxiphia caudata isolate MCP905 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2244","MZUSP","91568","MZUSP 91568","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 91568 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2245","MZUSP","91569","MZUSP 91569","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 91569 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2246","MZUSP","98351","MZUSP 98351","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 98351 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2247","MZUSP","98352","MZUSP 98352","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 98352 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2248","MZUSP","98350","MZUSP 98350","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 98350 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2249","MZUSP","101537","MZUSP 101537","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 101537 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2250","MZUSP","101536","MZUSP 101536","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 101536 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2251","MPEG","70826","MPEG 70826","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MPEG 70826 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2252","MPEG","70827","MPEG 70827","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MPEG 70827 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2253","MPEG","70825","MPEG 70825","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MPEG 70825 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2254","MPEG","79859","MPEG 79859","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MPEG 79859 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2255","FMNH","427231","FMNH 427231","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher FMNH 427231 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2256","FMNH","427232","FMNH 427232","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher FMNH 427232 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2257","FMNH","427233","FMNH 427233","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher FMNH 427233 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2258","FMNH","427234","FMNH 427234","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher FMNH 427234 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2259","MPEG","70547","MPEG 70547","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MPEG 70547 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2260","MPEG","70548","MPEG 70548","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MPEG 70548 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2261","ALG-126","98475","ALG-126 98475","Caryothraustes","canadensis","brasiliensis","nd2","Caryothraustes canadensis voucher MZUSP 98475 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2262","MZUSP","91330","MZUSP 91330","Picumnus","exilis",NA,"nd2","Picumnus exilis voucher MZUSP 91330 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2263","MPEG","79904","MPEG 79904","Picumnus","exilis",NA,"nd2","Picumnus exilis voucher MPEG 79904 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2264","MZUSP","ALG-97","MZUSP ALG-97","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher ALG 97 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2265","MZUSP","ALG-168","MZUSP ALG-168","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher ALG 168 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2266","MZUSP","85753","MZUSP 85753","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MZUSP 85753 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2267","MZUSP","85752","MZUSP 85752","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MZUSP 85752 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2268","MZUSP","85792","MZUSP 85792","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MZUSP 85792 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2269","MZUSP","85790","MZUSP 85790","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MZUSP 85790 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2270","MZUSP","85789","MZUSP 85789","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MZUSP 85789 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2271","MZUSP","85836","MZUSP 85836","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MZUSP 85836 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2272","FMNH","399172","FMNH 399172","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher FMNH 399172 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2274","FMNH","399174","FMNH 399174","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher FMNH 399174 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2275","MPEG","70442","MPEG 70442","Picumnus","exilis","pernambucensis","nd2","Picumnus exilis voucher MPEG 70442 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2279","MZUSP","92166","MZUSP 92166","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 92166 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2285","MZUSP","93537","MZUSP 93537","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 93537 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
"AFMTDNA2288","MZUSP","BOR14-78","MZUSP BOR 14-78","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher BOR 14 78 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2291","MZUSP","BOR14-05","MZUSP BOR 14-05","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher BOR 14 05 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2292","MPEG","71880","MPEG 71880","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MPEG 71880 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2294","MZUSP","85660","MZUSP 85660","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 85660 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2295","MZUSP","87826","MZUSP 87826","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 87826 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2296","MZUSP","87827","MZUSP 87827","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 87827 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2297","MZUSP","87828","MZUSP 87828","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 87828 NADH dehydrogenase subunit 2 (ND2) gene, partial cds; mitochondrial"
"AFMTDNA2298","MZUSP","87829","MZUSP 87829","Platyrinchus","mystaceus","mystaceus","nd2","Platyrinchus mystaceus voucher MZUSP 87829 NADH dehydrogenase subunit 2 (ND2) gene, complete cds; mitochondrial"
