accession,museum_code,specimen_id,specimen_id_original,voucher,taxon,genus,species,subspecies,otu,locality,province,country,locus,database,reference,longitude,latitude,elevation_m
NA,NA,NA,18119,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Rebio Augusto Ruschi, Santa Tereza",ES,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-40.613,-19.925,NA
NA,NA,NA,18120,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Rebio Augusto Ruschi, Santa Tereza",ES,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-40.613,-19.925,NA
NA,NA,NA,1768,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Barro Branco, Mariana",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.414,-19.96,NA
NA,NA,NA,DZ6774,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Beira da Serra, Serra Azul, Mateus Leme",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.433,-20.13,NA
NA,NA,NA,18099,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Parque Natural do Caraça,MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.5,-20.13,NA
NA,NA,NA,18136,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Parque Natural do Caraça,MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.5,-20.13,NA
NA,NA,NA,11362,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Faroeste, Arcos",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.556,-20.264,NA
NA,NA,NA,11363,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Faroeste, Arcos",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.556,-20.264,NA
NA,NA,NA,11365,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Faroeste, Arcos",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.556,-20.264,NA
NA,NA,NA,11366,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Faroeste, Arcos",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.556,-20.264,NA
NA,NA,NA,11367,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Faroeste, Arcos",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.556,-20.264,NA
NA,NA,NA,11384,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Itacolomi, Ouro Preto",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.764,-20.435,NA
NA,NA,NA,11386,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Itacolomi, Ouro Preto",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.764,-20.435,NA
NA,NA,NA,18128,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Itacolomi, Ouro Preto",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.764,-20.435,NA
NA,NA,NA,18129,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Itacolomi, Ouro Preto",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.764,-20.435,NA
NA,NA,NA,18130,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Itacolomi, Ouro Preto",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.764,-20.435,NA
NA,UFMG,4490,DZ UFMG 4490,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Mata da Curva, Itumirim",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.783,-21.216,NA
NA,UFMG,4491,DZ UFMG 4491,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Mata da Curva, Itumirim",MG,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.783,-21.216,NA
NA,NA,NA,11376,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Bela Vista, Cordeiro",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.302,-22.034,NA
NA,NA,NA,11377,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Bela Vista, Cordeiro",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.302,-22.034,NA
NA,NA,NA,11378,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Bela Vista, Cordeiro",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.302,-22.034,NA
NA,NA,NA,11379,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Bela Vista, Cordeiro",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.302,-22.034,NA
NA,NA,NA,11380,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Henrique Bohn, Cantagalo",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.662,-22.057,NA
NA,NA,NA,11381,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Henrique Bohn, Cantagalo",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.662,-22.057,NA
NA,NA,NA,11382,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Henrique Bohn, Cantagalo",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.662,-22.057,NA
NA,NA,NA,11383,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Henrique Bohn, Cantagalo",RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-42.662,-22.057,NA
NA,NA,NA,1747,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,1748,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,10537,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,11369,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,11370,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,11371,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,11372,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,11373,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,PARNA Itatiaia,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.726,-22.489,NA
NA,NA,NA,11374,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Guapimirim,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.0103,-22.521,NA
NA,NA,NA,11375,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Guapimirim,RJ,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-43.0103,-22.521,NA
NA,NA,NA,2071,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Barreiro Rico, Anhembi",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-48.113,-22.684,NA
NA,NA,NA,2381,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11387,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11388,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11389,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11390,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11391,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11392,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,11393,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro do Diabo, Teodoro Sampaio",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-52.247,-22.699,NA
NA,NA,NA,S299,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Picinguaba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.839,-23.377,NA
NA,NA,NA,S300,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Picinguaba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.839,-23.377,NA
NA,NA,NA,S303,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Picinguaba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.839,-23.377,NA
NA,NA,NA,S305,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Picinguaba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-44.839,-23.377,NA
NA,NA,NA,S181,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Caraguatatuba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.413,-23.62,NA
NA,NA,NA,S182,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Caraguatatuba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.413,-23.62,NA
NA,NA,NA,S183,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Caraguatatuba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.413,-23.62,NA
NA,NA,NA,S185,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Caraguatatuba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.413,-23.62,NA
NA,NA,NA,S187,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Caraguatatuba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.413,-23.62,NA
NA,NA,NA,15565,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,15582,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,15638,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,15647,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,15663,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,395430,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,395431,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Estação Biológica Boracéia, Salesópolis",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-45.849,-23.574,NA
NA,NA,NA,811,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,943,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,951,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,1001,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,1462,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,1473,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,2874,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,2882,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,2896,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3052,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3056,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3067,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3080,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3081,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3082,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3089,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3092,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3093,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3094,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3100,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3113,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3116,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3122,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3155,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3166,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3195,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,3214,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P. E. Morro Grande, Cotia",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.983,-23.7,NA
NA,NA,NA,1065,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Piedade,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-47.419,-23.711,NA
NA,NA,NA,1073,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Piedade,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-47.419,-23.711,NA
NA,NA,NA,1253,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Buri,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-48.567,-23.717,NA
NA,NA,NA,2982,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Buri,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-48.567,-23.717,NA
NA,NA,NA,1121,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Juquitiba,SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-47.087,-23.932,NA
NA,NA,NA,1573,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,1579,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,1584,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15071,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15084,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15107,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15154,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15183,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15192,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,15236,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,16541,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,16543,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"P.  E. Serra do Mar, Núcleo Curucutu",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-46.743,-23.985,NA
NA,NA,NA,11402,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Monte Alegre, Telêmaco Borba",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-50.693,-24.056,NA
NA,NA,NA,11403,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Monte Alegre, Telêmaco Borba",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-50.693,-24.056,NA
NA,NA,NA,11404,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Fazenda Monte Alegre, Telêmaco Borba",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-50.693,-24.056,NA
NA,NA,NA,1607,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PETAR, Núcleo Caboclos",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-48.587,-24.587,NA
NA,NA,NA,1608,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PETAR, Núcleo Caboclos",SP,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-48.587,-24.587,NA
NA,NA,NA,11401,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"Corvo, Quatro Barras",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-49.131,-25.333,NA
NA,NA,NA,11394,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PARNA Foz do Iguaçu, Foz do Iguaçu",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-54.478,-25.934,NA
NA,NA,NA,11396,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PARNA Foz do Iguaçu, Foz do Iguaçu",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-54.478,-25.934,NA
NA,NA,NA,11397,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PARNA Foz do Iguaçu, Foz do Iguaçu",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-54.478,-25.934,NA
NA,NA,NA,11398,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PARNA Foz do Iguaçu, Foz do Iguaçu",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-54.478,-25.934,NA
NA,NA,NA,18132,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PARNA Foz do Iguaçu, Foz do Iguaçu",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-54.478,-25.934,NA
NA,NA,NA,18157,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,"PARNA Foz do Iguaçu, Foz do Iguaçu",PR,Brazil,nd2,GenBank,sotelo-munoz-et-al-2020,-54.478,-25.934,NA
NA,NA,NA,303,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,NA,NA,366,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,NA,NA,3733,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,NA,NA,3843,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,NA,NA,B25922,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,NA,NA,B25956,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,NA,NA,B25974,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,Cord. de Caaguazú,"Caaguazú, Cazaapá, Itapúa/Paraguay",Paraguay,nd2,GenBank,sotelo-munoz-et-al-2020,-55.733,-26.116,NA
NA,AMNH,RTC 317,AMNH RTC 317,NA,bird,Pyriglena,leucoptera,NA,Pyriglena,San Ignacio,Missiones/Argentina,Argentina,nd2,GenBank,sotelo-munoz-et-al-2020,-55.54,-27.25,NA
NA,LGEMA,P2263,LGEMA P2263,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Bonito, Bahia. 11°56’S, 41°15′W (pop1)",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-41.25,-11.93333333,NA
NA,UFMG,B2284,B2284,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Ecological station Acauã, Leme do Prado, Minas Gerais (MG). 17°4′S, 42°40′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.66666667,-17.06666667,NA
NA,UFMG,B1990,B1990,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
NA,UFMG,B1989,B1989,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
NA,UFMG,B2279,B2279,NA,bird,Schiffornis,virescens,NA,Schiffornis virescens,"Turmalina, MG. 17°16′S, 42°43′W",NA,Brazil,cr,GenBank,cabanne-et-al-2013,-42.71666667,-17.26666667,NA
